IDEVALUACIO,IDALUMNE,TOTAL,EDAD,SEXO,TIPUS_ESCOLA,PROFE,GRAMMAR,LISTENING,READING,SPEAKING,WRITING,TOTAL_Predicho,Residuo,Residuo_Absoluto
60,1417,50.4,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-13.38788706755711,13.38788706755711
60,1417,52.3,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-11.48788706755711,11.48788706755711
60,1417,55.5,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-8.287887067557108,8.287887067557108
60,1417,56.2,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-7.587887067557105,7.587887067557105
60,1417,58.5,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-5.287887067557108,5.287887067557108
60,1417,58.7,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-5.087887067557105,5.087887067557105
60,1417,61.7,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-2.087887067557105,2.087887067557105
60,1417,62.5,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-1.287887067557108,1.287887067557108
60,1417,63.4,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,-0.38788706755710933,0.38788706755710933
60,1417,65.2,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,1.412112932442895,1.412112932442895
60,1417,65.3,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,1.5121129324428892,1.5121129324428892
60,1417,67.3,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,3.5121129324428892,3.5121129324428892
60,1417,67.6,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,3.8121129324428864,3.8121129324428864
60,1417,68.0,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,4.212112932442892,4.212112932442892
60,1417,69.8,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,6.012112932442889,6.012112932442889
60,1417,70.9,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,7.112112932442898,7.112112932442898
60,1417,73.1,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,9.312112932442886,9.312112932442886
60,1417,73.9,16,M,NO PUBLICA,JOGASKILL,9.1,13.3,12.3,12.5,11.5,63.78788706755711,10.112112932442898,10.112112932442898
60,1424,77.6,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,3.5897735906482495,3.5897735906482495
60,1424,79.8,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,5.789773590648252,5.789773590648252
60,1424,80.0,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,5.989773590648255,5.989773590648255
60,1424,80.6,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,6.5897735906482495,6.5897735906482495
60,1424,80.7,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,6.689773590648258,6.689773590648258
60,1424,81.1,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,7.0897735906482495,7.0897735906482495
60,1424,84.0,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,9.989773590648255,9.989773590648255
60,1424,85.2,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,11.189773590648258,11.189773590648258
60,1424,85.4,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,11.389773590648261,11.389773590648261
60,1424,89.3,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,15.289773590648252,15.289773590648252
60,1424,90.5,13,F,PUBLICA,JOGASKILL,15.8,20.0,14.0,15.0,12.8,74.01022640935174,16.489773590648255,16.489773590648255
60,1427,56.5,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,-9.833948450370656,9.833948450370656
60,1427,59.2,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,-7.133948450370653,7.133948450370653
60,1427,61.9,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,-4.433948450370657,4.433948450370657
60,1427,62.0,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,-4.333948450370656,4.333948450370656
60,1427,69.7,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,3.366051549629347,3.366051549629347
60,1427,70.1,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,3.7660515496293385,3.7660515496293385
60,1427,71.2,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,4.866051549629347,4.866051549629347
60,1427,71.5,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,5.166051549629344,5.166051549629344
60,1427,72.5,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,6.166051549629344,6.166051549629344
60,1427,74.6,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,8.266051549629339,8.266051549629339
60,1427,77.5,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,11.166051549629344,11.166051549629344
60,1427,86.5,16,F,NO PUBLICA,JOGASKILL,10.9,9.3,15.4,13.5,12.8,66.33394845037066,20.166051549629344,20.166051549629344
60,1433,63.6,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,-5.896232515699829,5.896232515699829
60,1433,71.6,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,2.103767484300164,2.103767484300164
60,1433,73.3,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,3.8037674843001668,3.8037674843001668
60,1433,73.6,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,4.103767484300164,4.103767484300164
60,1433,74.5,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,5.00376748430017,5.00376748430017
60,1433,74.6,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,5.103767484300164,5.103767484300164
60,1433,75.6,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,6.103767484300164,6.103767484300164
60,1433,78.7,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,9.203767484300172,9.203767484300172
60,1433,79.1,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,9.603767484300164,9.603767484300164
60,1433,81.1,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,11.603767484300164,11.603767484300164
60,1433,82.5,15,M,NO PUBLICA,XANDER,13.9,20.0,10.7,13.5,13.5,69.49623251569983,13.00376748430017,13.00376748430017
60,1499,49.4,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,-12.669358959848346,12.669358959848346
60,1499,55.0,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,-7.069358959848344,7.069358959848344
60,1499,60.4,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,-1.6693589598483456,1.6693589598483456
60,1499,64.2,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,2.1306410401516587,2.1306410401516587
60,1499,66.0,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,3.930641040151656,3.930641040151656
60,1499,67.9,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,5.8306410401516615,5.8306410401516615
60,1499,68.0,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,5.930641040151656,5.930641040151656
60,1499,68.5,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,6.430641040151656,6.430641040151656
60,1499,69.0,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,6.930641040151656,6.930641040151656
60,1499,72.2,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,10.130641040151659,10.130641040151659
60,1499,74.1,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,12.03064104015165,12.03064104015165
60,1499,75.0,27,M,FINALITZAT,XANDER,11.0,10.9,13.3,11.0,14.2,62.069358959848344,12.930641040151656,12.930641040151656
60,1525,49.9,25,F,FINALITZAT,SWEET,9.8,18.0,14.8,12.5,13.0,66.12794077050029,-16.22794077050029,16.22794077050029
60,1525,68.1,25,F,FINALITZAT,SWEET,9.8,18.0,14.8,12.5,13.0,66.12794077050029,1.9720592294997061,1.9720592294997061
60,1525,77.0,25,F,FINALITZAT,SWEET,9.8,18.0,14.8,12.5,13.0,66.12794077050029,10.872059229499712,10.872059229499712
60,1525,80.1,25,F,FINALITZAT,SWEET,9.8,18.0,14.8,12.5,13.0,66.12794077050029,13.972059229499706,13.972059229499706
60,1628,53.6,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-11.460210695175597,11.460210695175597
60,1628,54.0,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-11.060210695175599,11.060210695175599
60,1628,57.0,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-8.060210695175599,8.060210695175599
60,1628,58.2,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-6.860210695175596,6.860210695175596
60,1628,58.6,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-6.460210695175597,6.460210695175597
60,1628,60.3,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-4.760210695175601,4.760210695175601
60,1628,61.8,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-3.2602106951756014,3.2602106951756014
60,1628,62.0,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-3.0602106951755985,3.0602106951755985
60,1628,64.7,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,-0.3602106951755957,0.3602106951755957
60,1628,67.1,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,2.039789304824396,2.039789304824396
60,1628,67.9,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,2.839789304824407,2.839789304824407
60,1628,69.1,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,4.039789304824396,4.039789304824396
60,1628,74.4,18,F,NO PUBLICA,JOANNA,9.7,15.4,10.7,13.0,13.0,65.0602106951756,9.339789304824407,9.339789304824407
60,1629,69.3,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,-3.949058116473978,3.949058116473978
60,1629,73.3,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,0.050941883526022025,0.050941883526022025
60,1629,75.8,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,2.550941883526022,2.550941883526022
60,1629,80.8,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,7.550941883526022,7.550941883526022
60,1629,82.2,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,8.950941883526028,8.950941883526028
60,1629,86.4,18,M,NO PUBLICA,JOGASKILL,13.9,14.7,20.0,15.0,12.2,73.24905811647398,13.15094188352603,13.15094188352603
60,1637,65.0,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,-4.134605282643307,4.134605282643307
60,1637,65.3,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,-3.8346052826433095,3.8346052826433095
60,1637,65.9,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,-3.234605282643301,3.234605282643301
60,1637,68.9,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,-0.23460528264330094,0.23460528264330094
60,1637,77.4,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,8.265394717356699,8.265394717356699
60,1637,78.8,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,9.66539471735669,9.66539471735669
60,1637,80.2,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,11.065394717356696,11.065394717356696
60,1637,83.0,22,M,FINALITZAT,JOGASKILL,12.1,16.0,13.8,14.0,13.0,69.1346052826433,13.865394717356693,13.865394717356693
60,1648,29.8,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-31.608384296130357,31.608384296130357
60,1648,49.7,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-11.708384296130355,11.708384296130355
60,1648,50.8,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-10.60838429613036,10.60838429613036
60,1648,55.9,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-5.508384296130359,5.508384296130359
60,1648,59.2,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-2.2083842961303546,2.2083842961303546
60,1648,61.0,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,-0.4083842961303574,0.4083842961303574
60,1648,64.6,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,3.191615703869637,3.191615703869637
60,1648,64.7,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,3.2916157038696454,3.2916157038696454
60,1648,66.3,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,4.89161570386964,4.89161570386964
60,1648,67.3,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,5.89161570386964,5.89161570386964
60,1648,69.2,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,7.791615703869645,7.791615703869645
60,1648,69.9,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,8.491615703869648,8.491615703869648
60,1648,71.3,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,9.89161570386964,9.89161570386964
60,1648,72.2,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,10.791615703869645,10.791615703869645
60,1648,74.3,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,12.89161570386964,12.89161570386964
60,1648,74.5,15,M,FINALITZAT,JOGASKILL,9.0,8.0,6.0,13.0,13.7,61.40838429613036,13.091615703869643,13.091615703869643
60,1670,69.0,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,-1.8597708841863607,1.8597708841863607
60,1670,72.9,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,2.040229115813645,2.040229115813645
60,1670,74.8,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,3.9402291158136364,3.9402291158136364
60,1670,76.7,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,5.840229115813642,5.840229115813642
60,1670,77.3,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,6.440229115813636,6.440229115813636
60,1670,82.0,15,M,PUBLICA,MARINA,14.0,18.3,13.9,14.0,14.6,70.85977088418636,11.14022911581364,11.14022911581364
60,1673,61.4,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-13.505057892091052,13.505057892091052
60,1673,65.9,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-9.005057892091045,9.005057892091045
60,1673,66.9,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-8.005057892091045,8.005057892091045
60,1673,67.5,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-7.405057892091051,7.405057892091051
60,1673,68.3,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-6.605057892091054,6.605057892091054
60,1673,69.4,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-5.505057892091045,5.505057892091045
60,1673,70.0,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-4.905057892091051,4.905057892091051
60,1673,72.4,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-2.5050578920910453,2.5050578920910453
60,1673,73.8,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-1.1050578920910539,1.1050578920910539
60,1673,74.6,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,-0.3050578920910567,0.3050578920910567
60,1673,76.5,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,1.594942107908949,1.594942107908949
60,1673,77.6,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,2.6949421079089433,2.6949421079089433
60,1673,79.1,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,4.194942107908943,4.194942107908943
60,1673,79.9,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,4.994942107908955,4.994942107908955
60,1673,82.0,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,7.094942107908949,7.094942107908949
60,1673,83.0,11,F,PUBLICA,MARY,15.7,20.0,17.3,15.0,15.0,74.90505789209105,8.094942107908949,8.094942107908949
60,1674,58.4,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-12.357980493947174,12.357980493947174
60,1674,59.6,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-11.157980493947171,11.157980493947171
60,1674,60.4,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-10.357980493947174,10.357980493947174
60,1674,61.2,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-9.55798049394717,9.55798049394717
60,1674,62.6,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-8.157980493947171,8.157980493947171
60,1674,64.6,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-6.1579804939471785,6.1579804939471785
60,1674,64.8,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-5.957980493947176,5.957980493947176
60,1674,65.0,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-5.757980493947173,5.757980493947173
60,1674,65.3,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-5.457980493947176,5.457980493947176
60,1674,65.8,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-4.957980493947176,4.957980493947176
60,1674,66.3,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-4.457980493947176,4.457980493947176
60,1674,66.7,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-4.05798049394717,4.05798049394717
60,1674,67.0,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-3.757980493947173,3.757980493947173
60,1674,67.9,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-2.857980493947167,2.857980493947167
60,1674,68.4,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-2.357980493947167,2.357980493947167
60,1674,68.9,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-1.8579804939471671,1.8579804939471671
60,1674,69.5,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,-1.2579804939471728,1.2579804939471728
60,1674,70.8,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,0.04201950605282434,0.04201950605282434
60,1674,71.6,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,0.8420195060528215,0.8420195060528215
60,1674,73.2,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,2.44201950605283,2.44201950605283
60,1674,73.3,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,2.5420195060528243,2.5420195060528243
60,1674,74.4,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,3.642019506052833,3.642019506052833
60,1674,75.7,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,4.94201950605283,4.94201950605283
60,1674,77.3,11,F,PUBLICA,MARY,15.5,20.0,16.0,12.8,13.0,70.75798049394717,6.542019506052824,6.542019506052824
60,1676,44.9,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-19.52344199334022,19.52344199334022
60,1676,55.1,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-9.323441993340218,9.323441993340218
60,1676,59.6,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-4.823441993340218,4.823441993340218
60,1676,60.0,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-4.423441993340219,4.423441993340219
60,1676,61.4,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-3.023441993340221,3.023441993340221
60,1676,62.4,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-2.023441993340221,2.023441993340221
60,1676,64.0,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,-0.42344199334021937,0.42344199334021937
60,1676,65.4,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,0.9765580066597863,0.9765580066597863
60,1676,65.5,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,1.0765580066597806,1.0765580066597806
60,1676,65.8,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,1.3765580066597778,1.3765580066597778
60,1676,67.0,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,2.5765580066597806,2.5765580066597806
60,1676,68.3,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,3.876558006659778,3.876558006659778
60,1676,68.5,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,4.076558006659781,4.076558006659781
60,1676,68.6,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,4.176558006659775,4.176558006659775
60,1676,70.1,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,5.676558006659775,5.676558006659775
60,1676,72.2,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,7.7765580066597835,7.7765580066597835
60,1676,73.9,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,9.476558006659786,9.476558006659786
60,1676,74.5,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,10.07655800665978,10.07655800665978
60,1676,75.2,14,F,NO PUBLICA,JOGASKILL,10.4,12.0,16.0,12.0,12.0,64.42344199334022,10.776558006659783,10.776558006659783
60,1677,55.1,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-13.162690196722714,13.162690196722714
60,1677,61.1,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-7.162690196722714,7.162690196722714
60,1677,61.3,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-6.962690196722718,6.962690196722718
60,1677,62.8,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-5.462690196722718,5.462690196722718
60,1677,63.7,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-4.562690196722713,4.562690196722713
60,1677,65.0,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-3.2626901967227155,3.2626901967227155
60,1677,65.9,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-2.36269019672271,2.36269019672271
60,1677,67.1,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-1.1626901967227212,1.1626901967227212
60,1677,68.0,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,-0.26269019672271554,0.26269019672271554
60,1677,68.4,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,0.13730980327729014,0.13730980327729014
60,1677,70.5,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,2.2373098032772845,2.2373098032772845
60,1677,73.9,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,5.63730980327729,5.63730980327729
60,1677,74.2,17,M,PUBLICA,JOGASKILL,9.7,16.0,18.5,13.5,12.8,68.26269019672272,5.937309803277287,5.937309803277287
60,1685,57.1,13,M,PUBLICA,SWEET,14.1,16.7,16.2,14.0,15.0,71.15932476102861,-14.059324761028613,14.059324761028613
60,1685,60.2,13,M,PUBLICA,SWEET,14.1,16.7,16.2,14.0,15.0,71.15932476102861,-10.959324761028611,10.959324761028611
